GeneID	GSM5226229	GSM5226230	GSM5226231	GSM5226232	GSM5226233	GSM5226234	GSM5530616	GSM5530617	GSM5530618	GSM5530619	GSM5530620	GSM5530621
107984000	9	0	0	0	1	0	7	0	2	0	1	0
105374071	50	54	6	260	210	206	25	88	9	62	29	146
83666	607	904	29	2567	1142	2191	219	1002	38	102	365	1425
151636	602	741	137	2184	1623	1525	421	599	206	848	326	1009
165631	99	85	0	510	96	393	45	113	7	87	42	217
54625	1149	1169	50	4862	2561	3072	537	905	125	478	642	2283
79663	200	195	25	370	428	301	169	110	45	62	152	139
84925	273	237	49	571	572	599	161	172	89	44	173	318
100129550	64	83	20	145	97	183	87	55	44	40	63	63
54437	12	63	5	42	33	93	28	12	8	12	18	38
112268448	1	4	0	2	0	0	0	1	0	0	0	0
10954	861	529	51	663	494	998	241	235	57	90	363	737
102465667	8	3	3	3	5	1	2	2	0	0	8	5
26984	353	359	59	362	298	411	184	131	89	109	200	217
111	369	3280	37	256	80	957	185	246	62	92	356	157
201562	426	606	60	936	4190	1336	169	451	126	211	258	721
100506826	13	262	1	62	66	59	15	56	3	31	19	64
4638	693	24514	40	3901	1857	2570	616	2414	57	107	681	3443
100873940	0	1	0	1	4	1	0	0	0	0	0	1
105369194	18	138	4	66	63	46	31	33	11	21	17	51
64770	510	683	39	1998	4097	1557	212	508	83	104	410	866
54763	0	1	0	1	5	0	0	1	0	0	0	1
8997	256	816	18	486	446	767	130	335	23	51	160	642
100847021	0	1	0	0	0	0	0	0	0	0	0	0
105374077	0	1	0	1	0	0	0	0	0	0	1	2
102464832	0	0	0	0	0	0	0	0	0	0	0	0
107986123	0	0	0	0	0	0	0	0	0	0	0	2
105374076	0	0	0	1	1	0	0	0	0	0	0	0
7372	661	566	110	444	604	739	164	237	44	97	181	362
100422864	0	0	0	0	2	0	0	0	0	0	0	0
3693	8236	5807	139	5575	17016	4489	2997	1659	560	1325	2367	11486
56667	28	33	10	1089	1668	1063	107	309	33	170	340	3909
57493	1859	2767	58	2851	2035	2733	625	783	111	102	697	5236
84561	932	47	39	1307	914	701	391	194	51	139	392	1504
100847039	0	0	0	0	0	0	0	0	0	0	0	0
7707	375	649	86	1241	1942	1247	149	375	93	152	191	837
105374080	0	0	0	0	1	0	2	1	0	7	0	0
105374081	0	1	0	0	0	0	0	0	0	0	0	0
8723	643	709	47	849	1199	1045	163	414	48	47	234	841
114885	346	419	18	561	509	556	95	138	25	56	97	363
105374312	0	0	0	1	0	0	1	1	0	0	0	0
100302204	0	0	0	0	1	0	0	0	0	0	0	0
101927056	42	14	2	10	12	12	8	3	2	1	5	14
102723696	27	16	2	14	17	20	7	7	10	26	5	17
100125556	20	22	14	35	75	44	25	18	19	81	28	25
200810	23	11	13	46	78	42	13	13	11	82	12	35
152015	0	0	0	5	8	4	1	1	1	0	0	3
54946	453	1026	149	640	1624	1017	438	383	146	85	450	567
105374085	16	23	3	25	21	53	5	31	1	6	12	15
112267887	0	1	0	2	0	1	0	1	1	0	1	0
10840	742	161	258	83	2680	246	72	23	144	44	68	154
100874204	42	6	29	3	57	7	6	1	29	18	3	8
105374083	0	1	0	1	11	1	0	0	0	1	0	0
100862662	19	6	0	1	53	4	1	0	0	0	0	4
107986124	12	10	5	3	5	6	4	6	6	1	2	5
28999	188	299	107	131	230	463	236	243	55	6	163	57
105374088	0	0	0	0	0	0	0	2	0	0	0	0
107986044	0	0	0	0	0	0	0	0	0	0	0	0
100506907	1	0	0	0	0	0	0	0	0	0	0	0
348807	1	0	1	5	3	1	0	2	3	4	1	0
79364	295	477	61	1043	1021	1056	261	363	57	60	312	538
131669	0	2	0	2	3	0	1	2	1	0	1	4
166012	38	13	0	36	10	26	15	11	4	20	23	33
152065	2	0	0	1	2	2	0	1	1	1	1	3
105374090	1	2	0	5	1	5	2	1	0	2	1	0
114112	230	155	49	252	311	218	129	76	43	64	100	164
255330	0	0	0	0	0	0	0	0	0	0	0	0
84303	195	134	94	198	329	191	185	83	99	189	164	133
5361	1227	999	37	3480	2803	2729	394	654	109	427	500	2385
285311	9	0	0	0	0	0	0	0	0	0	0	1
100419008	0	0	0	0	0	0	0	0	0	0	0	1
101927123	0	0	0	0	0	0	0	0	0	0	0	0
105374094	2	0	0	3	1	1	1	0	0	0	0	2
101927149	0	1	0	0	0	0	3	1	0	7	0	20
107986125	1	0	0	1	1	7	0	0	0	2	0	0
131601	886	680	180	623	1035	769	476	385	231	626	392	618
102466199	0	1	0	2	2	0	0	1	0	0	2	3
102465857	0	0	0	0	0	0	0	0	0	0	0	1
4171	43	99	5	258	1211	304	44	36	9	24	89	60
107986126	23	28	4	73	327	71	32	11	8	24	43	15
50512	143	265	71	380	525	475	228	665	82	261	250	361
80325	891	1363	170	1070	1665	1246	744	626	306	1071	447	758
11343	2321	2328	13	1661	3319	3300	270	503	64	721	454	1379
107986127	7	6	0	24	21	35	1	0	0	16	3	47
107986129	0	2	0	3	6	1	2	0	0	0	1	1
105374096	0	1	0	0	0	1	0	0	0	0	0	0
166348	2	94	12	58	147	113	10	6	12	28	7	18
102723759	1	1	0	0	2	2	0	0	0	0	0	0
29927	6947	3938	1548	6398	8807	6974	2531	2709	2210	2630	2587	6896
8607	665	852	56	964	1604	1047	225	377	48	210	336	755
100874089	0	0	0	2	0	4	0	0	0	0	0	0
60678	173	263	54	274	535	336	155	142	112	328	151	190
165721	0	0	0	0	2	0	1	0	0	0	0	0
285224	0	0	0	0	0	0	0	0	0	0	0	0
2624	130	327	11	210	132	237	52	186	11	12	83	137
101927167	23	44	34	46	12	36	23	18	15	5	7	31
90246	20	32	3	29	7	16	10	18	2	0	6	17
23434	0	0	0	0	0	0	0	0	0	0	0	0
6184	5727	3630	1056	5152	7457	5175	2424	2048	1390	3612	2008	4719
7879	5668	5184	362	5427	6987	5447	1591	2413	592	1747	1817	6135
113219457	0	0	0	0	0	0	0	0	0	0	0	0
653712	28	21	0	23	31	30	4	12	0	0	8	17
28976	440	540	36	573	1250	640	172	258	65	114	253	381
57501	212	181	37	276	463	262	160	151	76	159	163	146
79825	18	66	18	102	43	99	111	155	50	93	107	54
2815	1	13	0	0	0	0	0	0	0	1	0	0
100534599	353	404	32	550	766	641	101	205	23	56	170	345
339122	156	216	11	377	473	433	53	119	15	47	91	211
57461	640	510	112	529	713	601	339	274	179	383	286	368
7555	7771	8727	1890	6445	11117	7161	2776	3323	1540	2058	2581	5265
105374101	8	5	6	13	6	4	5	3	10	3	5	2
105374102	0	2	0	1	1	3	2	0	0	3	3	0
22820	2148	2036	346	3155	5153	3478	1077	1492	464	1111	1469	3377
102465496	0	2	0	0	5	1	0	2	0	0	0	0
56941	938	866	85	675	957	740	321	449	152	322	375	558
8971	1158	768	231	2242	3591	2123	814	724	495	1339	765	1004
339942	98	78	9	137	125	150	142	106	37	78	61	62
132241	96	119	11	189	155	189	69	86	14	77	72	86
677797	8	2	2	7	7	7	2	1	0	1	3	5
90288	22	7	3	32	16	36	19	17	2	15	11	11
8930	1267	945	104	1439	1621	1314	339	628	142	270	331	1107
55764	265	359	91	695	741	762	343	335	254	558	331	300
6010	0	0	0	3	0	0	0	0	1	0	0	0
132243	3	2	0	2	1	3	2	3	0	3	1	3
23129	3130	2010	77	3936	3048	4192	1232	1378	383	1886	1078	2538
23023	329	496	38	943	1330	910	156	279	37	60	205	525
100507032	30	24	5	43	7	25	30	24	6	7	23	11
7200	56	3	0	5	3	15	1	2	0	0	1	3
644974	4	3	1	6	20	13	2	3	1	5	5	5
105374105	0	2	0	10	27	5	0	0	1	0	0	3
729375	29	32	14	47	97	69	41	21	20	40	41	20
105374104	6	6	5	10	26	28	8	26	1	7	9	5
105374103	0	0	16	4	6	17	8	2	23	3	3	3
107986131	0	0	1	1	9	3	1	3	2	1	2	1
107986133	0	0	0	0	0	1	0	0	0	0	1	1
646300	20	6	2	80	48	41	33	22	8	12	39	89
105374106	0	0	0	0	0	0	0	0	0	0	0	0
256076	3	0	0	18	0	12	2	2	0	0	2	10
131873	11	12	1	24	3	44	2	9	9	3	8	54
30849	228	479	12	715	1183	833	93	325	27	18	160	567
107986023	0	0	0	2	2	10	3	4	0	2	0	0
105374107	0	0	0	0	0	0	0	0	0	0	0	0
105374108	0	0	0	0	0	0	0	0	0	0	0	0
27032	1117	1246	75	2950	5754	3107	400	913	144	232	589	1667
28990	179	242	25	240	313	374	116	129	24	60	101	140
79858	223	203	6	223	328	304	52	84	7	14	79	150
107986024	3	0	0	2	1	0	0	0	0	8	0	0
339874	7	3	3	25	15	41	5	14	7	6	5	11
152195	38	36	35	194	482	235	62	68	21	18	53	57
131870	1134	1233	192	1624	1888	3307	895	1200	226	738	460	783
107986025	1	7	0	1	2	7	1	1	2	0	0	4
105374110	0	0	0	1	0	0	0	0	0	0	0	0
11222	1055	1146	166	1188	2576	1374	413	633	104	90	430	1169
677836	0	0	2	1	0	1	0	0	3	1	0	2
105374114	28	65	0	77	134	110	9	27	2	0	16	73
131034	2	17	1	44	26	63	11	110	2	4	12	47
105374113	0	0	0	0	0	0	0	1	0	0	0	1
100847040	0	0	0	0	0	0	0	0	0	0	0	0
105374111	0	0	0	1	1	2	0	0	0	2	0	0
100189179	0	0	0	0	0	0	0	0	0	0	0	0
100189250	0	0	0	0	0	0	0	0	0	0	0	0
55	31	21	4	376	55	675	22	77	12	26	52	59
23317	626	1138	39	2226	2679	1974	279	504	68	71	297	1201
100532724	501	650	50	1125	703	1059	208	397	89	134	267	649
84129	416	429	48	768	498	712	193	245	84	132	209	438
51554	414	149	19	127	69	66	24	12	6	26	10	174
79876	671	727	250	1121	1382	1096	303	452	244	188	329	960
27031	279	594	20	697	432	630	124	334	26	23	201	397
348808	2	9	1	16	12	18	1	3	0	1	0	17
105374115	0	0	0	0	0	0	0	0	0	0	0	0
66000	54	25	0	65	11	64	8	17	2	1	15	40
101927455	0	0	0	0	0	0	0	0	0	0	0	0
101927432	0	3	0	73	8	42	5	9	0	0	5	12
8419	3	0	0	10	1	2	5	1	1	8	4	1
85003	0	4	0	12	1	10	4	1	1	4	2	1
55573	6292	4495	389	4299	4314	3740	931	1615	334	407	1056	5018
11073	421	480	27	1019	1859	1062	119	307	60	85	172	599
7018	1378	81	16	54	30	207	48	54	34	49	27	68
58477	2164	1403	1461	1181	1323	1506	863	705	1036	1124	581	1454
105374116	0	0	0	0	0	1	0	0	0	0	0	0
51560	228	364	25	320	131	299	131	197	21	52	96	192
80111	4	70	0	51	9	93	24	30	3	7	14	37
6578	212	2684	23	1791	655	2887	540	1299	103	224	643	1106
100507210	0	0	0	0	0	1	0	0	0	0	0	0
105374117	2	1	0	3	1	2	0	1	0	0	0	0
6259	874	1168	209	1278	3524	1096	303	520	98	109	349	1035
105374119	3	1	0	0	4	0	0	0	0	0	0	1
105374118	37	15	0	6	11	9	2	5	1	2	1	6
51421	2277	1619	55	1296	889	1375	136	712	81	142	359	2804
102466744	0	0	0	1	0	0	0	0	0	0	0	1
100616281	0	0	0	0	0	0	0	0	0	0	0	0
25847	1201	1238	234	783	1099	750	403	429	185	160	435	695
80254	468	761	73	656	595	496	192	302	102	157	254	366
2047	45	141	1	28	3	41	9	18	2	3	7	24
339855	1	13	1	45	5	37	8	82	7	2	8	19
105374121	0	0	0	0	0	1	0	0	0	0	0	1
105374120	0	0	0	1	0	0	0	0	0	0	0	0
102724019	1	0	0	0	1	0	0	1	0	0	0	0
105374122	1	1	1	0	0	2	0	1	1	0	1	0
105374123	0	0	0	0	0	0	0	0	0	0	0	0
105374124	0	0	0	0	0	0	0	0	0	0	0	0
5523	264	274	54	348	464	434	95	129	77	114	100	522
107986135	0	0	0	0	1	0	1	0	0	0	1	0
55167	425	549	53	888	782	934	159	330	49	99	195	509
5096	419	372	144	572	843	613	211	175	96	73	200	309
10274	732	849	48	1118	1421	1213	210	498	72	106	290	817
80723	537	369	6	397	62	392	66	294	16	24	107	570
101927597	24	19	3	86	71	58	44	13	6	17	24	15
4690	368	453	20	1266	1309	753	141	287	26	15	167	419
107986136	45	65	1	199	251	121	5	37	2	0	21	63
53833	89	36	1	471	1920	215	22	9	5	139	35	18
105374126	0	0	0	0	0	0	0	0	0	0	0	0
8403	0	0	0	0	0	0	0	0	0	0	0	0
100507274	0	0	0	0	0	0	0	0	0	0	0	0
51208	32	17	1	97	236	8955	6	5	67	928	158	25
105374127	10	18	1	52	10	33	7	20	5	3	34	23
105374128	26	13	4	16	3	43	9	5	8	14	19	18
199221	373	231	14	383	151	841	86	137	17	38	199	445
51146	8	7	26	14	11	92	4	1	25	0	72	3
51163	225	281	16	387	471	448	64	158	12	15	106	212
25852	1117	1048	50	1181	1687	1312	200	454	54	87	259	1202
347736	188	150	22	142	63	209	67	92	22	31	66	116
22808	1997	1695	24	839	517	1014	206	412	43	151	336	1557
105374129	1	2	0	2	2	4	1	0	0	0	0	1
83850	7	16	5	61	461	107	6	8	4	2	13	43
80321	184	279	85	465	1278	614	149	151	127	82	143	186
55179	153	283	77	198	382	496	158	100	38	14	159	181
5291	258	266	96	1141	1547	816	153	229	112	102	158	335
103344930	0	1	0	0	0	0	0	0	0	0	0	0
668	4	6	1	29	0	1	4	0	1	1	2	10
401089	1	4	0	53	0	1	0	0	0	0	1	4
729627	0	0	0	0	0	0	0	0	0	1	0	0
389151	0	0	0	0	0	0	0	0	0	0	0	0
389152	0	0	0	0	0	0	0	0	0	0	0	0
60467	0	0	0	0	0	0	0	0	0	0	0	0
140464	0	0	0	0	0	0	1	0	0	0	0	0
56945	402	585	109	444	881	514	164	215	63	41	172	419
9276	2915	2860	468	4474	4685	4612	854	1475	343	328	1031	3563
100507291	43	20	20	23	32	30	13	21	15	9	13	12
5948	0	5	2	2	0	9	8	0	5	0	3	1
5947	270	343	6363	1513	955	1834	2690	504	2610	893	1053	347
349565	85	112	46	152	125	186	81	116	57	20	82	57
64084	317	755	15	1191	381	984	158	1149	28	86	257	1091
105374132	0	1	0	0	0	0	0	0	0	0	0	0
101927808	3	1	0	0	0	1	0	1	0	0	0	0
102724068	6	24	0	11	9	25	5	10	0	2	0	14
287015	0	0	0	0	0	0	0	0	0	0	0	0
55186	1003	1093	192	2210	2940	2173	324	758	214	169	414	1298
92369	84	41	36	16	2	70	14	3	51	4	19	75
92370	306	358	29	469	648	537	107	174	37	35	99	429
253461	940	1445	58	2855	3624	2508	173	759	69	113	338	4295
5922	561	480	16	1357	1501	1099	89	477	19	21	226	1674
646730	1	0	0	0	0	0	2	0	0	0	0	1
9616	1947	1558	392	1401	2091	1256	749	584	199	295	565	961
131890	1	8	0	7	5	5	0	4	0	0	0	3
105374134	0	0	0	0	0	0	0	0	0	0	0	0
483	13993	6728	115	2655	3447	2736	670	1299	145	885	732	3425
7029	583	657	128	927	1139	1241	338	342	198	282	316	388
256356	296	488	36	991	1253	952	117	362	25	64	201	622
54464	409	606	56	2459	1637	1749	148	554	82	119	205	1002
545	304	377	9	1205	1870	970	94	300	34	30	152	561
5357	23	41	15	1522	2532	1344	54	219	11	21	140	204
105374136	0	0	0	1	3	1	0	1	0	0	0	0
7220	175	389	6	707	254	495	108	242	33	37	83	418
26577	4319	1109	4	109	18	153	24	26	4	36	18	93
100507389	0	0	0	0	0	0	0	0	0	0	0	1
344838	2	0	0	0	0	0	0	0	0	0	0	1
101927832	1	1	1	1	2	6	3	2	2	4	3	3
100289361	14	21	6	13	16	22	15	16	12	9	15	9
23350	1052	1451	77	2435	3472	2415	291	941	143	242	566	1586
105374138	0	0	0	0	0	0	0	0	0	0	0	2
9435	359	202	8	238	57	338	48	105	6	34	62	312
105374137	2	1	0	0	0	1	0	0	1	7	1	0
285195	866	677	3	431	160	398	176	215	12	32	178	266
100885796	0	0	0	0	0	0	0	0	0	0	0	0
102724120	4	1	0	2	1	2	0	0	0	0	0	0
205428	257	585	19	529	525	469	107	177	23	13	136	387
105374140	1	0	0	8	16	10	0	1	0	0	0	2
105374139	0	0	0	0	0	0	0	0	0	0	0	0
105374141	0	0	0	0	0	0	0	0	0	0	0	0
105374142	24	0	0	3	0	1	0	1	0	0	0	1
105374143	12	0	0	1	0	3	0	0	0	0	1	1
105374144	15	0	0	2	0	1	0	0	0	0	0	2
107986138	0	0	0	10	0	3	10	3	0	0	3	3
109729161	4	1	0	9	1	4	0	0	0	0	2	25
5352	2638	985	65	3555	1416	1844	255	607	72	80	435	4753
105374145	10	17	5	18	6	46	5	17	4	5	5	15
57088	641	1719	15	1429	1192	1749	120	695	15	2	248	877
57047	4	5	8	24	23	32	6	10	6	21	11	5
5359	1995	1627	37	2274	1707	2303	248	635	53	77	436	1514
389158	0	0	0	0	0	0	0	0	0	0	0	0
101927866	0	0	0	0	0	0	0	0	0	0	0	0
112268449	0	0	0	0	12	0	0	0	0	0	0	0
84107	1	1	0	0	0	0	0	0	0	0	0	0
7545	0	0	0	0	0	0	0	1	0	0	0	0
440982	0	0	0	0	0	0	0	0	0	0	0	0
102724145	0	1	0	0	0	0	0	0	0	0	0	0
100507461	0	0	0	0	0	0	0	0	0	0	0	0
105374146	0	0	0	0	0	0	0	0	0	0	0	0
105374149	0	0	0	0	0	0	1	0	0	0	0	0
105374148	0	0	0	0	0	0	1	0	0	0	0	0
105374147	0	0	0	0	0	0	0	0	0	0	0	0
105374150	0	0	0	0	0	0	0	0	0	0	0	0
185	370	366	1	83	7	146	54	128	1	0	54	250
1360	535	6260	376115	164	229	112194	196695	334	262964	1556	62412	429
1359	419	751	143	638	703	767	273	599	93	150	571	1027
107986045	0	0	0	0	0	1	0	0	0	4	0	1
2992	957	2016	146	1054	694	1161	540	725	158	276	439	625
6596	248	465	36	1146	2463	935	83	460	20	15	215	346
100873945	0	8	0	15	31	9	0	1	1	0	0	5
84343	482	284	19	2141	1604	651	123	185	25	54	141	366
1356	457	172	17	10996	1149	369	159	73	19	60	68	183
101927942	1	0	0	2	1	0	0	0	0	0	0	0
107986140	0	0	0	0	408	1	0	0	0	4	1	0
116441	175	292	29	776	59	340	43	239	20	22	110	126
4071	8947	9061	691	18814	46629	9244	2176	2515	1172	8387	1981	9644
100874091	4	7	14	25	97	39	12	0	6	31	12	23
105374151	0	1	6	5	6	6	0	1	0	0	0	4
7104	114	168	510	3355	603	3427	1278	4407	430	284	2024	810
25937	1854	3533	179	3592	2964	2910	707	989	316	341	743	2160
100128025	1	13	1	3	7	12	2	2	3	3	5	5
51122	423	577	40	674	1016	646	174	253	38	31	187	479
389161	0	0	0	1	0	1	1	0	0	0	0	0
11342	1033	1180	95	1880	1610	1750	364	535	115	113	390	1071
105374152	6	6	0	114	79	93	0	18	1	0	1	37
5217	1306	2722	166	1839	653	2270	656	1721	177	299	940	1367
646903	11	24	1	52	11	41	3	36	1	0	16	22
653659	455	397	182	374	620	395	238	168	159	185	159	285
105374153	0	7	1	1	17	2	1	2	5	10	0	2
107986046	0	0	0	2	1	1	1	0	0	0	0	0
105374313	1	1	0	0	6	0	0	0	0	0	0	0
101927992	0	1	0	0	1	0	0	0	0	0	0	2
101928022	0	0	2	3	0	0	0	1	0	7	1	0
105374154	1	0	0	5	0	1	0	0	0	0	1	1
107986141	0	5	1	3	1	3	0	6	0	0	1	1
107986142	1	0	0	0	1	1	0	0	0	0	0	2
9819	976	1018	17	1029	1225	703	88	330	32	67	222	1802
27230	4350	2840	2006	3643	4171	3371	1705	1465	1543	910	1222	3297
83939	1906	1972	765	2293	3150	1993	771	913	396	134	683	1312
51714	1350	1654	244	2173	3444	1788	522	824	242	308	535	1199
131831	6	8	1	11	6	5	2	5	0	0	3	6
101928085	31	17	2	31	24	22	24	6	3	10	9	9
101928105	2	0	0	2	1	0	0	0	0	3	0	3
6478	1033	671	125	649	936	531	206	199	66	79	224	560
105374155	1	0	0	1	3	1	0	1	0	0	0	0
646951	0	2	0	0	0	2	0	0	0	0	0	0
7401	0	0	0	0	0	1	0	0	0	0	0	0
116933	0	1	0	0	1	0	0	0	0	0	0	0
116931	20	60	1	40	6	48	14	14	4	2	6	14
29909	314	57	0	554	14	226	41	125	1	12	36	136
9934	72	262	5	167	12	168	17	66	1	13	22	23
53836	5	0	0	479	436	79	8	1	0	30	4	94
53829	89	161	3	322	37	229	79	55	9	26	76	25
64805	44	46	1	157	30	115	15	12	0	2	14	5
285313	122	748	2	73	9	176	28	46	4	2	16	28
100847036	0	0	0	0	0	0	0	0	0	0	0	0
105374157	1	2	0	0	0	0	0	0	0	0	0	0
105374158	2	5	0	1	3	3	3	1	0	4	1	0
344752	4	4	0	1	0	3	0	0	0	2	0	0
101928142	0	1	0	4	0	2	0	0	0	1	0	0
201651	6	22	3	43	96	154	16	0	6	39	5	1
105374160	5	2	0	53	51	21	5	0	2	28	8	0
13	24	17	120	97	54	220	79	2	48	8	24	10
56670	25	67	4	942	25	71	18	14	1	4	6	9
105374159	0	0	0	0	0	0	0	0	0	0	0	0
107986047	0	0	0	0	0	1	0	0	0	0	0	0
101928166	0	1	0	1	0	1	0	0	0	0	0	0
4154	3177	5994	161	5932	4158	5214	928	2057	154	334	1017	4506
401093	227	1592	13	140	80	213	38	114	10	33	31	173
105374162	2	9	0	73	63	50	3	3	2	15	2	24
645843	0	2	0	0	4	0	0	0	0	0	0	0
105374163	2	0	0	1	1	0	0	0	0	4	0	0
102724289	0	3	0	0	0	2	2	3	0	0	0	0
5028	104	60	25	835	132	1249	78	567	27	37	223	157
5912	1340	686	26	1805	1355	1012	367	331	30	149	378	791
105374164	1	0	0	6	3	3	2	1	0	1	0	2
105374166	8	0	0	8	0	5	0	1	0	0	2	2
105374165	8	4	1	11	2	1	0	5	0	0	1	1
107986147	0	0	0	0	0	0	0	0	0	0	0	0
152118	0	0	0	0	0	0	0	0	0	0	0	0
100507524	1	19	2	13	12	21	2	13	1	4	4	2
26084	154	845	57	397	164	660	156	312	83	215	113	334
105374167	5	7	0	39	16	29	3	11	1	0	4	28
170506	710	980	50	1494	1941	1554	171	601	61	55	314	1368
344758	0	0	0	0	0	0	0	1	0	0	0	6
105374170	0	0	0	0	0	0	0	0	0	0	0	0
105374171	0	0	0	0	0	2	0	0	0	0	0	1
4311	529	399	0	141	36	112	28	33	3	14	59	209
101928190	0	0	0	0	0	0	0	0	0	0	0	0
100507537	0	2	0	0	0	0	1	0	2	4	0	0
105374172	0	0	0	0	0	0	0	0	0	0	0	0
23007	2	6	1	238	139	259	23	95	12	9	47	41
100874036	0	0	0	2	0	1	0	0	0	0	0	0
285315	42	86	34	92	108	117	59	66	27	14	57	59
9197	318	461	150	918	1032	790	193	364	104	97	223	542
105374174	2	0	2	1	1	2	3	2	0	0	2	0
8833	991	932	115	1282	2434	1106	240	505	92	108	306	916
7881	1397	2565	640	1147	968	1130	558	701	526	604	433	1073
100874083	0	0	0	0	0	0	0	0	0	0	0	0
100874084	0	0	0	0	0	0	0	0	0	0	0	0
6747	3379	1551	1597	3392	3598	2495	1108	1038	976	994	916	2975
100287227	22	18	18	40	41	43	6	10	4	0	7	44
25976	2135	1285	65	1595	1654	1264	244	468	63	68	234	2677
107986148	17	1	0	20	40	7	4	0	0	0	2	14
730091	22	13	20	26	44	126	21	36	25	1	18	18
647033	162	126	24	125	113	108	55	70	25	70	43	126
389170	6	14	2	21	7	35	15	12	0	0	3	8
339894	4	4	0	6	3	7	2	1	1	3	3	2
105374177	5	1	0	7	5	4	2	1	1	16	1	4
100498859	0	1	4	4	1	2	0	1	2	0	3	1
57018	3004	3387	174	4381	5070	3233	553	1676	176	190	1160	4364
101928236	16	29	8	34	42	54	12	17	15	13	15	16
105374179	0	2	7	4	2	10	7	1	14	1	8	1
79674	20	35	106	48	231	316	47	6	135	24	101	53
5806	3502	3344	19	117	52	884	49	727	12	146	111	2204
152078	150	61	1	36	21	42	12	11	0	3	14	21
6474	156	48	0	84	5	45	6	12	1	3	10	25
51319	305	289	31	504	885	339	79	129	21	32	80	224
110599565	0	0	0	3	2	1	0	0	0	0	0	0
100996447	56	20	12	36	45	20	26	12	6	10	13	11
4291	1733	623	18	436	629	418	72	181	32	135	104	972
85476	545	977	75	1050	2234	1169	171	399	75	98	252	1034
56925	3396	653	45	1194	718	1047	441	316	37	47	327	1028
5918	3787	469	11	12270	2308	950	439	357	16	33	516	971
112268457	10	6	1	391	37	61	3	19	2	0	5	61
100287290	46	32	4	293	87	114	21	36	3	6	20	88
64747	4018	1809	144	3470	2364	2628	817	853	122	158	792	1994
105374181	20	13	1	26	5	38	26	6	9	18	5	15
100505385	331	742	2	133	155	177	34	116	12	22	61	343
654502	1	0	0	0	0	0	0	0	1	0	0	0
29970	331	743	2	137	155	179	35	121	12	22	61	344
100500803	0	0	0	0	0	0	0	0	0	0	0	0
100874433	0	0	0	0	3	0	0	0	0	0	0	1
101928351	0	4	0	12	10	1	0	1	0	0	1	21
101928376	0	1	0	2	1	2	0	0	0	0	0	6
3592	22	13	3	20	8	19	5	8	0	2	10	25
730109	0	0	0	0	0	0	0	0	0	0	0	0
105374314	0	0	0	0	0	1	1	0	0	0	0	0
107986149	0	0	0	0	0	0	0	0	0	0	1	1
401097	13	31	1	112	43	165	30	91	0	1	38	215
100174949	144	231	15	649	661	636	59	231	20	17	121	323
57560	137	220	13	563	599	569	53	208	19	12	114	270
10051	304	445	23	1910	3941	1016	115	397	40	132	172	543
406949	0	0	0	0	0	0	0	0	0	0	0	0
406951	0	0	0	0	0	0	0	0	0	0	0	0
286827	28	30	3	220	272	151	28	41	5	26	35	89
3840	2126	2209	165	1811	3844	1692	398	703	232	477	480	2333
677767	0	0	7	5	10	4	2	0	11	9	0	0
80117	44	13	9	795	522	209	16	8	4	96	172	72
151742	185	409	20	662	512	876	80	397	62	80	139	249
8706	273	375	20	691	674	529	120	226	27	82	136	486
105374186	5	1	0	2	0	1	1	1	0	0	0	0
51068	878	1104	214	1730	2312	1202	266	467	214	255	265	956
105374187	12	34	5	17	7	44	13	25	8	5	12	15
112268450	0	23	0	5	9	15	1	3	0	1	1	5
165679	11	21	13	572	506	289	22	244	11	108	95	22
107986150	0	0	0	0	0	0	0	0	0	0	0	0
101243545	4350	2642	1105	1591	1359	1749	1495	947	438	384	1170	1310
131149	0	0	0	0	0	0	0	0	0	0	0	0
107986048	0	0	0	0	0	0	0	0	0	0	0	0
107986049	1	0	0	0	0	0	0	0	0	0	0	5
647107	0	0	0	0	0	0	0	0	0	0	0	0
105374188	0	0	0	0	0	0	0	0	0	0	0	0
102724419	0	0	0	0	0	1	0	0	0	0	0	0
100302148	0	0	0	0	0	0	0	0	0	0	0	0
105374189	0	0	0	0	0	0	0	0	0	0	0	0
105374190	0	0	0	0	0	0	0	0	0	0	0	0
105374191	44	27	2	33	4	18	33	15	13	3	13	50
107986151	0	0	0	4	0	0	0	0	0	0	0	0
104355289	0	0	0	0	1	1	0	0	0	0	0	1
107986050	0	0	0	0	0	0	0	0	0	1	0	0
6476	0	2	0	0	0	0	0	0	0	0	7	0
105374192	0	0	0	0	0	0	0	0	0	0	0	0
101928405	0	0	0	0	0	0	0	0	0	0	0	0
22865	1	15	0	15	1	18	4	10	0	0	9	141
103695433	0	0	0	0	0	0	0	0	0	0	0	13
590	24	934	17	92	32	163	41	94	5	2	59	171
105374194	0	0	0	0	0	0	0	0	0	0	0	0
105374193	0	0	0	0	0	0	0	0	0	0	0	0
105374195	0	0	0	0	0	0	0	0	0	0	0	0
105374196	0	0	0	0	0	0	0	0	0	0	0	0
79740	2	0	0	7	2	4	8	1	0	0	3	3
104310350	0	0	0	0	0	0	0	0	0	0	0	0
5276	8	55	9842	9	9	647	941	2	3794	42	367	11
105374197	1	0	95	1	0	7	26	0	30	1	0	0
151790	8	5	0	17	3	16	0	2	0	0	1	2
11235	622	799	40	1068	1561	770	200	295	29	27	234	625
5274	57	537	72	164	122	276	83	281	21	12	114	119
