GeneID	GSM4051655	GSM4051656	GSM4051657	GSM4051658	GSM4051659	GSM4051660	GSM4051661	GSM4051662	GSM4051663	GSM4051664
107986104	0	0	0	0	0	0	0	0	0	0
105374004	0	0	0	0	0	0	0	0	0	0
105374007	0	3	0	1	0	0	6	0	1	2
105374005	0	0	0	1	0	0	0	0	0	0
105374006	0	0	0	0	0	0	0	0	0	0
1295	8269	18406	309	3864	5541	1207	7994	57	323	3168
101929357	13	12	0	7	4	9	4	0	8	4
84319	14	21	0	6	18	5	13	10	15	8
11259	75	182	13	83	90	66	134	20	115	121
112268455	0	0	0	0	0	0	2	0	3	4
100500859	0	0	0	0	0	0	0	0	3	0
105374010	6	25	6	5	4	0	0	0	17	5
105374009	3	4	0	0	3	0	0	0	2	4
644444	0	0	0	0	0	0	0	0	0	0
55773	219	470	193	153	253	195	137	104	309	208
56954	152	231	39	96	205	81	90	41	125	86
9868	98	334	47	69	135	114	116	57	127	131
348801	20	45	5	5	0	5	11	3	17	7
55076	114	916	79	48	92	54	150	54	55	69
84873	4	99	0	0	2	9	0	0	0	0
10342	78	297	75	101	166	87	79	80	100	107
25890	73	76	70	146	63	43	221	5	264	61
50939	176	90	42	105	113	184	158	22	386	140
57337	74	155	54	116	122	87	75	22	247	125
131909	4	0	0	2	0	7	0	0	1	5
54931	13	15	14	7	19	14	0	6	11	10
57092	122	465	100	62	218	78	85	69	139	97
27107	595	779	520	339	338	379	413	192	1114	474
100009676	137	131	16	89	69	87	129	56	151	59
6152	284	596	143	280	1215	181	226	142	447	333
105374013	74	79	20	48	44	34	40	23	138	54
285359	0	6	5	3	0	0	2	0	1	1
79598	73	148	41	72	65	51	57	23	146	52
91775	279	177	29	168	123	71	172	51	463	121
64332	512	821	85	338	844	484	581	206	613	335
152225	0	3	0	0	8	0	0	0	0	0
101929411	0	0	0	0	0	0	0	0	0	0
107986105	0	0	0	0	0	0	0	0	0	0
131368	4	6	0	4	56	13	0	0	0	12
105374016	0	0	0	0	0	0	0	0	0	0
107986106	0	0	0	0	0	0	0	0	0	0
105374017	0	0	0	0	0	0	0	0	0	0
105374018	0	0	0	0	0	0	0	0	0	0
100616336	0	0	0	0	0	0	0	0	0	0
105374019	0	0	0	2	0	0	0	0	6	0
105374020	1	0	0	0	0	0	35	1	30	0
105374021	3	0	0	2	0	0	0	0	26	0
107986107	9	0	0	2	0	0	0	0	12	0
107986108	0	8	0	0	0	8	16	0	2	11
105374023	0	0	0	0	0	0	0	0	0	0
214	259	529	129	209	341	214	202	104	113	241
868	361	828	47	331	363	191	516	52	570	203
107986109	0	0	0	2	2	5	0	0	1	0
105374024	0	0	0	0	3	0	0	0	0	2
105374026	0	0	0	0	0	0	0	0	0	0
105374027	0	7	0	0	1	0	0	0	0	0
107986110	0	0	0	0	0	0	0	0	0	0
107986112	0	0	0	0	0	0	0	0	0	0
101929485	1	19	0	4	1	0	0	0	0	7
105374029	14	31	1	5	5	6	23	1	7	15
101929534	0	31	9	3	1	3	22	0	1	7
107986021	3	20	0	9	4	0	2	0	3	4
100302640	0	12	0	0	0	0	8	0	0	1
344595	11	47	2	23	11	4	35	14	9	22
84692	0	2	0	0	0	0	0	0	0	0
101929579	54	327	31	45	77	11	51	17	125	56
101929607	0	2	0	2	0	0	3	3	3	1
56987	1451	1748	765	1288	1262	781	880	544	2915	1058
151658	0	0	0	0	0	0	0	0	1	0
285205	0	0	0	0	3	0	0	0	13	0
961	288	611	46	256	448	209	281	68	478	236
105374031	4	0	0	1	0	0	2	0	2	0
101929623	165	9	0	5	8	17	14	0	346	5
55081	124	152	61	96	294	92	80	69	93	124
11148	8	37	5	5	46	0	0	0	0	3
22989	10	30	0	2	6	4	17	5	9	0
57650	58	80	7	23	21	23	36	6	76	37
9666	87	205	19	82	50	103	72	17	132	110
105374033	0	0	0	0	0	0	0	0	0	0
105374034	0	0	0	0	0	0	0	0	0	0
84666	0	0	0	0	0	0	0	0	0	0
50852	8	0	0	8	6	3	4	0	39	0
9626	0	0	9	0	0	4	16	0	0	6
27136	0	0	0	2	0	0	0	0	0	0
100506506	0	0	0	0	0	0	0	0	0	0
401081	0	0	0	0	0	0	0	0	0	0
677779	0	0	0	0	0	0	0	0	0	1
151871	0	0	0	0	0	0	0	0	0	0
55211	2	0	0	0	2	0	0	0	5	0
401082	0	0	0	0	0	0	0	0	0	0
100616129	0	0	0	0	0	0	0	0	0	0
105377811	0	0	0	0	2	0	0	0	0	0
105374036	0	0	0	0	17	0	0	0	0	0
105374037	0	3	3	0	5	0	0	0	0	0
151760	2	12	0	0	22	0	0	0	5	9
100506555	0	0	0	0	0	0	5	0	0	0
25945	129	990	162	195	334	203	147	51	298	222
105374038	0	0	0	0	0	0	0	0	0	0
105374039	0	0	0	0	0	0	6	0	0	0
10225	139	9	5	139	30	49	55	0	278	48
79413	8	11	1	11	101	0	22	0	12	6
257068	75	19	12	54	61	40	36	16	113	49
100874115	5	2	0	0	0	0	0	0	3	0
90102	1608	2926	781	1168	1138	1357	1451	416	1806	1345
107984087	2	11	7	4	3	6	14	1	17	14
105374040	2	9	5	0	5	4	0	1	12	7
55347	56	139	30	49	94	42	80	16	96	71
29114	0	0	0	5	1	6	8	4	3	62
344805	0	0	0	0	2	0	0	0	0	2
79669	156	287	133	114	231	119	46	170	38	133
693152	3	3	0	1	1	0	8	0	0	4
257144	37	58	29	29	32	10	17	31	74	29
112806053	3	16	12	5	6	3	6	18	0	3
285335	22	24	41	24	35	6	18	39	21	41
105374042	4	0	9	3	0	0	2	7	0	1
4345	80	84	7	70	82	44	102	5	171	82
105374041	0	0	0	2	4	0	2	0	2	2
112268446	0	0	0	1	0	0	4	0	9	0
151888	14	0	0	1	1	1	17	0	37	7
64422	92	236	61	85	119	104	106	42	166	96
55032	69	190	37	38	92	41	67	11	105	59
112268447	159	352	31	62	56	38	634	17	143	107
100506621	152	334	31	60	51	38	597	15	134	99
151887	4605	8913	906	1970	1479	1082	14877	271	3350	2311
101929694	0	0	0	0	0	0	0	0	0	0
113218483	0	0	0	0	0	0	0	0	0	0
100129297	0	0	0	0	1	0	6	0	0	0
344807	5	0	0	1	2	1	0	0	6	1
131450	78	17	0	43	29	16	25	4	150	24
29083	24	28	18	10	30	11	14	4	23	28
25871	86	222	50	101	184	85	76	35	188	126
107986114	21	52	3	15	17	18	7	4	22	13
107986113	3	3	0	1	7	1	3	0	1	0
101929717	0	0	0	1	0	0	0	0	2	0
102723430	0	7	0	1	0	0	10	0	0	0
91653	1811	1194	312	1266	393	523	3015	151	1103	1151
55779	265	400	236	172	160	206	346	113	424	184
100874029	42	39	12	19	28	36	35	13	60	17
102466253	0	0	0	0	0	0	0	0	0	0
152185	287	805	164	249	362	201	367	127	367	307
54847	243	129	37	148	71	38	153	26	548	121
100616476	0	0	0	1	0	0	0	0	0	0
205717	150	212	119	141	190	124	124	88	263	142
80218	112	383	32	92	180	69	101	41	137	72
523	499	825	292	419	522	422	397	211	653	532
54762	14	30	15	28	72	25	9	22	41	47
254887	75	106	31	26	46	71	22	41	67	57
57577	57	157	36	54	95	54	38	25	96	62
105374048	0	1	0	0	1	0	2	0	0	0
79691	168	277	33	93	194	104	91	56	168	85
1814	0	0	0	0	0	0	0	0	0	0
107986115	10	0	0	4	0	0	0	0	11	0
7634	48	0	0	7	3	0	10	0	26	0
201633	458	452	173	293	233	270	427	172	546	281
26137	5132	7622	3430	2735	2004	5240	3090	1624	2857	4220
693153	0	2	0	1	0	1	0	0	2	0
100131117	203	317	93	100	77	175	124	49	93	142
101929754	4	0	3	1	0	0	0	0	1	0
100616166	0	0	0	0	0	0	0	0	0	0
104413890	0	5	5	8	3	7	1	2	11	4
100874131	7	25	0	21	7	0	23	13	14	8
101926886	22	20	0	13	21	13	12	1	51	3
105374051	0	0	0	0	0	0	0	0	3	1
2596	30	54	1	49	11	0	111	0	0	16
4045	237	416	58	203	143	49	811	14	171	90
105374053	0	0	0	0	1	0	0	0	0	0
109623450	1	0	0	0	2	0	0	0	0	0
107986116	4	3	0	1	15	4	5	0	3	0
105374052	1	3	0	0	2	0	9	0	0	1
101926903	11	1	0	1	10	0	18	0	2	4
100861506	0	0	0	0	0	0	0	0	0	0
285194	0	0	0	0	0	0	1	0	1	1
100616485	0	0	0	0	0	0	0	0	0	0
100506724	0	0	0	0	0	0	7	0	0	0
105374054	0	0	0	0	0	0	0	8	3	1
105374056	0	0	0	0	0	0	0	0	5	0
105374057	0	0	0	0	0	0	0	0	0	2
107986022	8	5	6	10	0	2	24	0	8	11
101926953	0	0	0	0	0	0	0	0	0	0
105374058	0	0	0	0	0	0	0	0	0	0
105374060	2	0	0	1	0	0	0	0	0	0
101926968	0	0	0	0	0	0	0	0	0	0
107983969	6	0	4	1	3	0	0	0	14	0
105374059	0	0	0	0	0	7	0	0	3	0
152404	14	14	50	31	11	29	9	12	12	56
100506765	0	0	0	0	0	0	0	0	0	1
152405	8	0	0	0	3	0	0	0	0	1
7348	3	13	28	13	743	5	15	5	2	28
8702	124	187	16	56	220	75	55	23	41	44
100874201	11	26	6	6	16	8	16	0	1	5
57514	724	654	99	592	625	536	939	158	759	653
100874246	11	0	8	13	8	0	1	3	3	6
55254	244	422	114	151	266	158	237	140	215	159
56983	123	103	17	70	60	80	51	21	123	86
51300	1344	1312	625	1117	1074	797	835	450	2554	1001
941	93	19	0	29	82	17	2	9	95	24
107986118	0	0	6	1	0	4	0	0	7	0
141	99	110	26	74	79	35	67	24	182	85
51365	96	49	6	42	83	8	14	14	117	26
105374062	0	6	0	5	0	0	0	0	15	1
64091	66	14	4	27	28	17	57	0	156	31
105374063	0	0	1	1	0	0	0	0	0	0
10063	0	3	0	7	11	1	0	0	13	12
105374064	0	0	0	0	0	0	0	0	0	0
89876	9	49	25	26	16	30	31	25	6	24
8856	85	184	0	31	82	6	5	8	11	10
2932	756	1368	220	625	1303	637	572	251	1051	600
113839522	0	0	1	0	0	0	0	0	0	0
107986119	3	20	4	11	3	4	13	17	14	8
105374065	0	0	0	0	0	0	0	0	0	0
165829	5	13	0	0	8	0	6	0	2	8
116064	314	451	60	186	189	106	265	30	172	167
100130701	226	220	22	72	70	76	409	3	66	89
11167	3925	5656	433	2217	2940	1516	9019	120	2259	2272
406975	18	73	9	14	24	26	48	0	19	20
107986121	0	1	0	0	4	0	0	0	4	5
4710	42	93	29	63	113	21	51	21	76	49
3081	47	53	29	35	39	33	49	48	0	75
285282	18	112	19	11	62	37	19	14	31	46
2960	200	220	75	130	127	121	128	72	223	113
101926983	0	0	0	0	0	0	0	0	0	0
105374069	0	0	0	0	0	0	0	0	0	0
9515	0	3	1	8	0	24	12	0	5	80
100847043	0	0	2	0	0	0	0	0	0	0
10721	100	187	10	46	71	40	18	0	75	33
503582	0	0	0	0	0	0	0	0	4	0
51725	0	0	0	0	0	0	3	0	2	0
3059	1499	772	96	1109	460	611	1035	43	2069	576
2804	631	1656	349	535	1115	317	712	348	557	524
9657	160	298	60	72	87	69	87	52	130	77
55840	324	23	29	52	32	66	36	30	370	58
6565	84	53	32	32	241	44	21	18	93	52
286676	71	66	52	97	223	68	52	90	47	90
101927010	0	4	3	0	2	0	0	0	1	1
942	151	84	12	84	135	54	87	7	101	75
846	41	0	94	169	2	65	95	76	4	131
1475	12	9	0	1	17	0	1	0	1	5
131076	10	4	2	3	11	5	4	0	15	10
26355	35	166	59	40	64	25	42	24	46	47
54554	23	22	39	26	47	27	32	22	38	25
102723582	4	9	5	9	9	0	2	2	9	8
3836	303	394	118	176	340	204	254	64	312	196
107984000	0	0	0	0	0	0	0	0	0	0
105374071	27	13	2	15	32	10	0	3	19	25
83666	1013	546	156	522	1492	525	369	103	879	618
151636	891	593	255	1091	1730	437	483	246	870	794
165631	259	32	13	101	118	53	118	0	769	38
54625	1673	1309	250	1652	2781	926	760	158	3233	1265
79663	116	118	35	111	88	90	125	20	187	106
84925	101	173	109	144	152	144	123	59	98	137
100129550	21	30	37	52	40	37	48	20	26	69
54437	30	88	35	33	14	12	43	29	23	30
112268448	0	0	0	2	1	4	0	0	0	0
10954	317	368	93	181	321	262	315	156	207	251
102465667	4	12	0	1	3	16	10	0	6	0
26984	289	519	214	191	205	268	262	96	419	246
111	330	171	196	365	59	756	557	277	568	504
201562	223	124	104	208	495	59	92	102	154	167
100506826	42	80	7	20	31	18	44	2	38	15
4638	1185	3131	226	740	1136	594	1477	96	1536	765
100873940	3	1	0	5	0	0	0	0	1	3
105369194	28	113	3	25	18	19	49	2	42	20
64770	124	384	39	50	77	68	110	27	109	53
54763	5	0	0	1	0	0	3	0	3	1
8997	389	471	218	342	257	540	413	190	521	359
100847021	0	0	0	0	0	0	17	0	1	0
105374077	0	0	0	1	0	0	0	0	1	0
102464832	0	0	0	0	0	0	0	0	0	0
107986123	0	4	0	2	3	2	11	0	2	2
105374076	0	0	0	4	0	0	0	1	0	1
7372	462	802	603	334	310	515	428	322	517	511
100422864	0	0	0	0	0	0	0	0	1	0
3693	2745	9992	452	1535	2489	1339	3175	279	392	1233
56667	173	274	0	64	334	20	28	2	1	35
57493	1244	1610	337	1021	1006	639	1795	448	920	753
84561	764	586	359	260	475	315	610	345	34	439
100847039	0	6	0	2	1	0	0	0	0	1
7707	690	1745	582	753	691	530	467	308	1137	663
105374080	0	0	0	0	0	0	0	0	0	0
105374081	0	0	0	0	0	0	0	0	0	0
8723	116	265	84	93	191	59	98	46	155	153
114885	229	315	158	195	177	226	151	83	347	223
105374312	3	0	0	1	1	0	0	0	0	1
100302204	0	0	0	1	0	0	0	0	0	0
101927056	8	17	5	19	8	10	0	1	7	2
102723696	6	118	14	32	21	11	58	15	31	27
100125556	17	18	10	10	7	15	0	10	7	13
200810	17	27	2	15	54	5	0	6	9	13
152015	0	0	1	1	1	0	3	0	3	2
54946	376	549	187	260	402	245	362	146	350	379
105374085	6	19	2	10	6	9	2	15	2	7
112267887	1	0	0	0	0	0	0	0	1	0
10840	40	176	357	95	93	184	126	283	83	230
100874204	0	2	12	1	2	5	3	6	2	7
105374083	7	0	33	1	0	0	5	5	0	0
100862662	0	12	22	4	5	7	4	16	2	11
107986124	0	0	0	2	0	0	0	0	0	0
28999	112	168	687	218	7	141	352	777	68	199
105374088	0	0	0	0	0	0	3	0	0	0
107986044	0	0	0	0	0	0	0	0	0	0
100506907	0	0	0	0	0	0	0	0	0	0
348807	6	16	8	10	0	2	23	0	17	9
79364	245	477	159	235	215	218	186	168	245	168
131669	0	0	0	1	2	0	5	0	3	0
166012	21	26	2	5	6	21	13	0	7	11
152065	11	9	0	12	1	5	6	0	2	8
105374090	0	0	0	0	0	0	0	0	1	0
114112	211	699	348	222	242	229	352	171	271	322
255330	0	0	0	0	0	0	0	0	0	0
84303	120	200	39	127	218	74	104	55	114	85
5361	4067	5098	653	2102	2715	2200	2433	767	1828	1988
285311	0	0	0	0	0	0	0	0	0	0
100419008	0	0	0	0	0	0	0	0	0	0
101927123	0	0	0	0	0	0	0	0	0	0
105374094	9	4	0	0	1	0	0	0	0	2
101927149	0	2	0	0	0	0	0	0	0	1
107986125	2	1	0	0	3	0	0	0	4	0
131601	940	1208	232	563	636	523	581	313	538	505
102466199	6	6	0	2	0	1	1	2	1	1
102465857	1	0	0	0	0	0	0	0	1	1
4171	448	643	86	171	196	212	141	46	365	224
107986126	17	87	0	8	14	11	38	4	34	15
50512	398	416	83	163	221	394	212	104	128	494
80325	1220	1195	190	791	538	255	874	238	953	518
11343	2576	3210	250	1391	2022	478	846	90	832	780
107986127	84	165	1	41	23	17	17	0	21	11
107986129	0	5	0	0	0	2	2	0	1	1
105374096	0	0	0	0	0	0	0	0	0	0
166348	60	12	43	35	33	89	21	41	12	29
102723759	6	11	0	10	4	0	6	0	7	4
29927	3303	5072	2920	2554	4357	1988	2863	3741	2021	3233
8607	405	656	179	267	448	242	250	144	364	287
100874089	4	12	0	5	1	2	32	0	11	4
60678	123	168	68	217	279	152	102	41	268	153
165721	0	0	0	0	0	0	0	0	0	0
285224	0	0	0	0	3	0	0	0	0	0
2624	95	28	73	108	35	34	274	136	99	81
101927167	29	66	58	57	19	93	55	81	24	52
90246	0	12	17	6	6	12	0	22	4	5
23434	0	0	3	0	0	0	0	8	2	3
6184	1945	2733	959	1103	2590	1305	1405	707	1246	1565
7879	907	1338	378	640	976	628	590	219	910	621
113219457	0	5	0	0	0	0	0	0	0	0
653712	0	5	5	3	7	0	23	1	5	6
28976	540	619	258	362	386	288	407	145	497	359
57501	197	275	54	146	101	91	261	101	152	140
79825	106	47	17	95	44	94	155	15	103	92
2815	0	0	0	0	1	0	0	0	1	0
100534599	1154	1509	282	700	707	747	756	247	727	658
339122	1110	1520	261	658	553	802	684	242	632	587
57461	224	374	104	201	253	161	249	73	240	181
7555	547	1504	342	486	1260	420	498	355	681	624
105374101	21	38	6	9	8	34	18	10	8	11
105374102	18	0	0	2	0	4	0	0	6	1
22820	1976	3217	1067	1181	1785	972	1452	1099	1066	1274
102465496	1	1	0	1	5	5	12	1	2	2
56941	299	334	48	174	210	127	292	45	282	171
8971	1265	1879	303	708	562	620	1327	326	786	788
339942	104	93	13	61	18	68	83	19	97	43
132241	158	190	43	115	109	40	84	30	151	72
677797	22	26	0	12	12	0	23	1	5	4
90288	0	0	0	9	1	0	0	4	19	4
8930	91	192	15	45	87	46	81	26	122	47
55764	341	666	207	225	292	236	251	122	352	261
6010	0	0	0	0	0	0	0	0	0	0
132243	0	1	2	4	0	11	0	5	3	2
23129	3015	3132	419	1949	2085	1508	4061	558	2370	2270
23023	1042	1737	589	686	1021	865	639	249	1011	814
100507032	10	26	1	3	1	4	8	0	8	8
7200	6	7	0	0	0	0	0	0	2	0
644974	40	39	0	12	41	8	4	1	30	4
105374105	1	14	0	0	2	0	0	2	3	3
729375	37	102	24	8	31	45	51	1	21	17
105374104	3	32	0	4	6	7	32	0	7	12
105374103	2	0	0	2	7	0	4	0	2	0
107986131	17	8	3	0	13	16	8	0	2	0
107986133	8	16	4	1	2	1	12	3	1	2
646300	42	26	0	16	47	36	81	0	8	14
105374106	0	0	0	0	0	0	0	0	0	0
256076	0	5	8	9	0	0	9	19	2	5
131873	0	2	7	16	5	15	65	4	81	13
30849	289	334	117	197	258	198	215	84	305	204
107986023	0	5	1	11	13	15	0	3	16	8
105374107	0	0	0	0	0	0	0	0	0	0
105374108	0	0	0	0	0	0	0	0	0	0
27032	300	660	178	232	580	347	189	60	436	350
28990	29	38	18	20	36	18	13	0	60	28
79858	263	493	148	212	570	263	287	54	369	277
107986024	0	0	0	3	1	0	0	0	2	3
339874	0	7	3	6	7	0	11	0	2	4
152195	34	64	18	29	49	60	20	64	8	40
131870	643	1300	143	458	466	524	691	204	383	391
107986025	0	0	0	0	1	0	0	0	1	1
105374110	0	12	2	4	10	11	3	2	6	9
11222	99	240	80	108	336	99	127	63	169	123
677836	0	9	0	3	2	0	0	0	2	1
105374114	30	57	5	19	64	27	16	5	14	24
131034	0	0	6	3	79	2	0	0	1	17
105374113	0	0	0	0	1	0	0	0	0	2
100847040	0	0	0	0	0	0	0	0	0	0
105374111	0	0	0	0	3	0	0	0	0	0
100189179	0	0	0	2	0	0	0	0	0	0
100189250	0	0	0	0	0	0	0	0	0	0
55	13	69	9	16	4	35	24	21	11	29
23317	311	672	124	243	526	270	322	107	417	317
100532724	380	805	303	262	258	300	268	154	524	276
84129	262	453	185	169	184	194	216	114	331	182
51554	4	10	5	6	11	2	9	16	25	3
79876	166	285	135	118	103	73	158	110	135	149
27031	157	390	132	138	102	124	126	50	239	122
348808	11	11	1	15	10	4	14	1	11	7
105374115	0	0	0	0	0	0	0	0	0	0
66000	14	5	3	5	3	6	2	0	20	5
101927455	0	0	0	0	0	0	12	0	2	0
101927432	4	0	0	7	4	0	13	0	25	2
8419	24	0	0	3	2	4	7	0	6	5
85003	14	0	0	16	0	0	2	0	9	0
55573	737	1371	213	388	705	687	524	167	708	398
11073	161	293	116	174	165	151	171	78	344	147
7018	44	21	10	23	11	25	72	22	102	13
58477	211	374	228	176	235	150	232	197	162	159
105374116	0	0	0	0	0	0	0	0	0	0
51560	69	103	51	51	24	55	74	30	81	50
80111	28	0	6	9	9	10	14	16	1	26
6578	288	104	101	279	112	121	346	71	285	228
100507210	0	0	0	0	0	0	0	0	0	0
105374117	0	0	0	1	0	0	3	0	1	0
6259	1293	2422	907	1242	1722	1125	1115	419	2662	1008
105374119	0	0	0	0	0	1	0	0	1	0
105374118	4	14	4	6	7	2	6	9	3	1
51421	995	2371	264	561	1881	649	2524	890	1299	842
102466744	0	2	3	1	1	0	0	0	0	0
100616281	0	0	0	0	0	0	0	0	0	0
25847	27	35	14	39	66	28	15	32	41	47
80254	124	133	38	59	85	43	48	61	135	81
2047	110	38	0	20	34	5	20	5	60	23
339855	140	82	5	16	29	76	47	0	2	12
105374121	31	7	0	3	10	3	0	0	41	15
105374120	0	0	0	0	0	0	0	0	1	0
102724019	2	1	0	0	0	0	0	0	9	0
105374122	0	0	0	0	0	0	3	0	1	0
105374123	0	0	0	0	3	0	0	0	1	1
105374124	0	0	4	0	0	0	0	0	2	0
5523	108	155	66	47	81	117	80	29	66	109
107986135	0	0	0	4	2	0	0	0	3	1
55167	238	318	60	136	134	124	279	102	264	130
5096	343	342	210	224	350	275	241	137	337	220
10274	891	1877	780	586	721	670	653	337	1220	663
80723	55	17	18	61	22	28	74	9	56	26
101927597	8	10	3	13	8	34	0	4	35	21
4690	70	122	9	35	76	39	58	37	98	47
107986136	42	50	11	12	31	18	3	1	37	18
53833	120	96	26	25	85	51	26	2	39	22
105374126	0	0	0	0	0	0	0	0	0	0
8403	0	0	0	0	0	0	0	0	0	0
100507274	0	0	0	0	0	0	0	0	0	0
51208	1003	5992	16	43	502	14	35	8	12	19
105374127	31	54	10	13	4	16	10	2	3	5
105374128	19	27	6	17	15	13	15	0	11	25
199221	337	413	190	284	213	264	439	135	136	259
51146	0	5	19	10	0	1	19	9	0	13
51163	73	100	39	86	47	36	80	45	112	100
25852	223	232	83	151	201	160	134	68	314	148
347736	15	25	7	39	11	48	43	32	29	37
22808	264	266	37	152	192	137	167	41	170	189
105374129	0	0	0	1	0	0	0	0	2	4
83850	26	106	44	17	34	39	38	77	10	42
80321	1506	2231	2087	1305	2110	2125	1407	1343	3052	2062
55179	96	72	128	62	70	64	29	80	129	159
5291	268	676	335	249	264	351	135	206	392	284
103344930	0	0	0	0	3	0	0	0	0	0
668	1	0	0	0	16	0	0	0	0	1
401089	0	4	0	0	29	0	0	0	0	0
729627	0	0	0	0	0	0	0	0	0	0
389151	0	0	0	0	0	0	0	0	0	0
389152	0	0	0	0	0	0	0	0	0	0
60467	0	5	0	0	0	0	0	0	0	0
140464	0	0	0	0	0	0	0	0	0	0
56945	5	45	9	18	68	21	13	5	17	23
9276	448	976	324	335	708	358	413	256	386	433
100507291	13	48	28	33	17	35	40	13	42	20
5948	2	7	2	4	2	14	2	0	1	10
5947	103	81	110	266	407	311	202	244	80	510
349565	57	110	69	54	50	45	65	62	66	86
64084	293	211	74	162	76	59	547	23	863	164
105374132	0	0	0	0	0	0	0	0	2	1
101927808	0	0	0	4	0	3	3	0	3	0
102724068	1	2	0	0	0	6	3	4	4	1
287015	0	0	0	0	0	0	0	0	0	0
55186	106	327	87	68	114	52	104	10	119	77
92369	69	66	180	37	32	106	73	186	23	133
92370	156	199	81	132	127	125	187	70	236	132
253461	305	666	116	339	490	212	502	126	464	295
5922	489	642	181	321	440	256	172	52	1180	275
646730	0	0	0	0	0	0	0	0	0	2
9616	71	231	47	64	191	70	37	12	52	77
131890	2	0	0	1	4	0	0	0	6	1
105374134	0	0	0	0	0	0	0	0	0	0
483	335	164	18	41	110	159	52	7	141	35
7029	410	1029	241	355	366	375	787	176	442	376
256356	278	592	135	251	256	236	361	141	175	236
54464	532	689	259	384	577	382	374	167	974	364
545	261	471	239	172	180	304	243	67	378	222
5357	133	649	143	84	223	81	42	42	8	172
105374136	1	20	0	4	3	11	0	0	0	1
7220	262	1127	133	201	122	145	410	32	251	250
26577	57	15	6	1	10	0	0	0	47	2
100507389	0	0	0	0	0	0	0	0	0	0
344838	5	0	0	1	0	0	0	0	0	0
101927832	0	1	1	0	3	0	0	0	0	1
100289361	4	1	1	0	3	2	0	0	4	2
23350	134	343	42	65	186	51	122	45	169	102
105374138	2	0	0	1	3	0	13	0	6	0
9435	846	314	31	164	57	159	316	22	482	131
105374137	0	0	0	0	0	0	8	0	0	0
285195	230	45	30	130	59	55	193	14	592	98
100885796	4	7	0	1	0	0	0	0	1	0
102724120	0	0	0	1	0	0	0	0	2	0
205428	438	477	139	276	236	371	216	104	474	394
105374140	14	57	15	18	10	3	11	2	9	24
105374139	0	0	0	1	0	0	0	0	0	0
105374141	0	0	0	0	0	0	0	0	0	0
105374142	0	0	0	0	0	0	0	0	0	0
105374143	0	0	0	0	0	0	0	0	0	0
105374144	1	0	0	0	0	0	0	0	0	0
107986138	0	0	0	0	0	0	0	0	0	20
109729161	11	26	0	0	0	0	9	0	0	0
5352	281	3243	153	240	564	243	373	114	219	238
105374145	3	0	8	5	1	0	0	5	7	2
57088	127	218	89	141	80	104	159	34	153	153
57047	10	12	11	10	12	1	4	0	2	9
5359	286	204	23	179	400	158	118	41	170	213
389158	0	0	0	0	0	0	0	0	0	0
101927866	0	0	0	0	0	0	0	0	0	0
112268449	0	0	0	0	0	0	0	0	0	0
84107	0	0	0	1	0	0	0	0	1	0
7545	0	0	0	0	0	0	0	0	5	2
440982	0	0	0	0	0	0	0	0	0	0
102724145	0	0	0	0	0	0	0	0	0	0
100507461	0	0	0	0	0	0	0	0	0	0
105374146	0	0	0	0	0	0	0	0	0	0
105374149	0	0	0	0	0	0	0	0	0	0
105374148	0	0	0	0	0	0	0	0	3	2
105374147	0	0	7	0	0	1	0	0	0	0
105374150	0	0	0	0	0	1	0	3	0	0
185	1	2	1	6	0	0	0	0	4	4
1360	143	63	271526	9276	108	19567	18229	221145	89	86543
1359	34	54	57	87	75	25	288	9	84	47
107986045	0	0	0	0	0	0	0	0	0	0
2992	49	72	48	41	66	54	39	26	90	63
6596	85	214	73	46	95	54	118	60	119	59
100873945	7	10	0	8	3	0	0	0	6	3
84343	191	512	78	120	157	138	153	74	329	124
1356	129	1699	11	430	268	140	78	18	620	123
101927942	0	0	0	0	0	0	0	0	1	0
107986140	0	0	0	0	0	0	0	0	0	0
116441	14	5	2	19	107	5	14	23	48	17
4071	1002	2703	140	648	5211	782	245	94	389	698
100874091	6	32	0	2	36	3	0	0	4	5
105374151	8	0	0	1	4	0	0	0	0	0
7104	150	201	127	419	1324	168	149	39	11	372
25937	357	511	96	276	704	267	679	138	256	336
100128025	11	37	0	4	11	19	0	8	4	3
51122	87	148	23	70	198	30	121	56	88	75
389161	0	0	0	0	0	0	0	0	1	0
11342	1620	2543	915	775	1448	1157	1102	443	3138	1119
105374152	2	33	0	11	5	21	3	0	5	14
5217	64	171	16	43	33	70	101	37	21	76
646903	8	3	0	1	2	6	2	0	2	2
653659	44	44	24	21	97	29	22	26	28	34
105374153	0	0	0	0	0	0	0	0	0	0
107986046	0	0	0	0	0	7	0	0	0	0
105374313	0	0	0	0	0	0	0	0	0	0
101927992	0	0	0	0	0	0	0	0	0	0
101928022	0	0	0	0	0	0	0	0	0	0
105374154	0	0	0	0	0	0	0	0	0	0
107986141	0	0	0	0	0	0	0	0	4	0
107986142	0	15	0	0	0	0	0	0	0	0
9819	485	846	91	273	403	238	543	210	543	266
27230	213	460	325	104	290	147	164	317	169	137
83939	186	535	234	161	228	170	161	145	393	221
51714	207	288	187	223	428	196	168	203	399	233
131831	9	19	4	13	3	3	16	3	19	18
101928085	11	1	2	6	4	3	17	2	26	12
101928105	0	0	0	0	1	0	0	0	0	0
